morbificus,morbificus,morbific ,morbificus morbifici morbifico morbificum morbificorum morbificis morbificos morbifica morbificae morbificam morbificas morbificarum,4
morbus,morbus,morb ,morbum morbus morbo morbis morbe morbi morbos morborum,398
morienus,morienus,morien ,Morienus Morieni Morienum Morieno,55
mors,mors,mor ,mortium morti mortem morte mortes mortibus mortis mors,318
mortalis,mors,mortal ,mortalissimarum mortaliissimus mortalissimi mortaliori mortalissimae mortales mortalissimus mortaliores mortaliissimum mortalia mortaliior mortaliissimos mortaliissimarum mortaliorum mortaliiores mortaliem mortalies mortalissima mortalis mortalius mortalissimas mortaliiore mortale mortalissimam mortaliiorum mortaliora mortaliiora mortalior mortaliioris mortalibus mortalioris mortaliissimam mortalissimorum mortalii mortaliiori mortaliis mortalium mortaliissime mortaliissimo mortaliissimis mortalie mortaliiorem mortaliissimorum mortalissimis mortaliibus mortaliium mortalem mortaliissimas mortalissimum mortalissime mortaliioribus mortalissimo mortaliissima mortaliia mortalioribus mortali mortaliorem mortaliissimae mortalissimos mortaliissimi mortaliius mortaliore,38
moses,moses,mos ,Moſes Moſe Moſem Moſis Moſi Moses Mose Mosem Mosis Mosi,24
mulier,mulier,mulie ,mulieribus mulieri mulieris mulierem muliere mulierum mulier mulieres,171
multiplicatio,multiplicatio,multiplicati ,multiplicationes multiplicationum multiplicatione multiplicationi multiplicationibus multiplicatio multiplicationem multiplicationis,5
mundus,mundus,mund ,mundi munde mundos mundis mundum mundorum mundus mundo,290
musca,musca,musc ,muscis muscarum muscae muscam musca muscas,7
musica,musica,music ,musicis musicam musicas musica musicae musicarum Musica,8
mutare,mutatio,mutar ,mutabaris mutaremur mutat mutaberis mutarere mutatis mutentur mutabamur mutavissent muto mutaturi mutabatur mutavisti mutanda mutabamini mutaturorum mutaverint mutabatis mutaris mutamini mutemur mutatura mutantes mutandam mutor mutandorum muta mutant mutavissemus mutaret mutandis mutamur mutantum mutaturum mutari mutaturas mutarentur mutetis mutaverimus mutandus mutatorum mutandi mutantur mutatu mutavimus mutaturo mutandos mutatur mutandarum mutas mutandum mutabitur mutabare mutaturus mutem mutatote mutabantur mutans mutaremini mutarem mutaveramus mutaretis mutaremus mutabamus mutature mutaverit mutavissem mutabere mutetur mutaveris mutantor mutatos mutatum mutande mutabas mutarent mutaretur mutavere mutabam mutabimus mutabis mutator mutavissetis mutabimur mutantia mutato mutantis mutent mutanto muteris mutaveram muter mutaveratis mutandas mutaturae mutes mutareris mutantium mutaturis mutaverunt mutanti mutatarum mutavistis mutabitis mutaveras mutaturam mutabimini mutatam mutati mutabant mutatus mutemini mutavisses mutamus mutando mutaverim mutaturos mutabo mutaveritis mutaturarum mutavisset mutata mutet mutabat mutemus mutares mutantibus mutabunt mutavi mutandae mutabor mutabuntur mutante mutaverant mutatas mutaverat mutate mutasse mutabar mutatae mutere mutarer mutantem mutavero mutabit mutavit mutare,233
mutatio,mutatio,mutati ,mutationem mutationes mutationi mutationis mutatio mutationibus mutationum mutatione,128
mutuo,mutatio,mutu ,mutuabamini mutuate mutuatas mutuati mutuatu mutuaverim mutuavissemus mutuaremur mutuasse mutuabaris mutuabitur mutuaberis mutuabam mutuentur mutuere mutuandorum mutuares mutuaveram mutuandum mutuavit mutuari mutuato mutuantium mutua mutueris mutuaturos mutuarere mutuas mutuabit mutuaverunt mutuabamus mutuanda mutuamus mutuarentur mutuabantur mutuantum mutuabor mutuanto mutuantia mutuaverat mutuabunt mutuabuntur mutuantur mutuavero mutuetis mutuatus mutuata mutuaretis mutuavisset mutuemini mutuabatis mutuabis mutuandi mutuabitis mutuatorum mutuer mutuareris mutuatarum mutuet mutuatis mutuemur mutuando mutuem mutuande mutuaris mutuandam mutuaveras mutuabamur mutuantor mutuamini mutuaveritis mutuavissem mutuandis mutuaret mutuabant mutuandarum mutuaturis mutuaverimus mutuat mutuandas mutuaturam mutuaturorum mutuent mutuaturas mutuantem mutuavisti mutuator mutuanti mutuavissetis mutuaturum mutuaveratis mutuabat mutuante mutuavere mutuandae mutuaturae mutuavissent mutuabimini mutuatur mutuant mutuaturus mutuaremini mutuantes mutuavistis mutuaverant mutuavimus mutuamur mutuabatur mutuabimus mutuarer mutuature mutuaverit mutuarem mutuabere mutuabas mutuandus mutuaturo mutuavi mutuans mutuabimur mutuatae mutuare mutuemus mutuor mutuabare mutuatum mutuaremus mutues mutuaveris mutuandos mutuatura mutuatam mutuantis mutuarent mutuavisses mutuabar mutuetur mutuaturarum mutuantibus mutuo mutuatos mutuaveramus mutuaturi mutuatote mutuaverint mutuaretur mutuabo,41
mysterium,mysterium,mysteri ,mysteria mysterium mysterii mysteriorum mysterio mysteriis,60
mysticus,mysterium,mystic ,mysticiori mysticis mysticissimo mysticos mysticiora mysticissimarum mysticissime mystici mysticiorum mysticorum mysticas mysticissimis mysticum mysticissimus mysticissima mysticissimam mysticissimae mysticissimi mysticam mysticissimas mysticiorem mystice mysticiores mysticioribus mysticarum mysticioris mysticus mysticae mysticior mysticissimum mysticissimorum mysticissimos mystico mysticius mystica mysticiore,4
narcoticum,narcoticum,narcotic ,narcotica narcoticae narcoticam narcoticas narcoticarum narcoticis narcoticus narcoticum narcotici,5
nativitas,nativitas,nativit ,natiuitatis nativitatem nativitatum nativitatibus nativitates nativitati nativitate nativitas nativitatis,5
natura,natura,natur ,naturis naturarum naturas naturae naturæ natura naturam,159
naturalis,natura,natural ,naturalissimum naturaliorem naturalioribus naturalis naturaliiore naturalissimi naturalia naturaliissimos naturaliissimae naturalissime naturali naturalissimarum naturaliioris naturalissimo naturaliioribus naturaliissimis naturaliores naturaliem naturaliius naturaliorum naturalissimorum naturalissimis naturaliiora naturaliibus naturaliissimi naturaliissima naturaliissimarum naturaliiores naturalissimam naturaliore naturaliiorum naturaliissimo naturaliiorem naturalius naturalissimus naturalioris naturale naturaliium naturaliissime naturaliora naturaliiori naturalium naturaliissimum naturalissima naturalissimae naturalior naturalie naturaliia naturalii naturalies naturaliior naturaliissimorum naturalem naturalissimas naturaliis naturalibus naturaliori naturaliissimus naturaliter naturaliissimam naturaliissimas naturalissimos naturales,74
nauticus,nauticus,nautic ,nauticissimarum nauticissimo nauticiorem nauticioribus nauticissimam nauticam nauticorum nautico nauticissimis nauticae nauticissimi nauticiori nauticissimas nauticus nautice nauticissimus nauticos nauticiores nauticum nauticas nautica nauticiore nauticissimum nauticior nauticius nauticioris nauticarum nautici nauticissimos nauticiora nauticissimae nauticis nauticissime nauticissima nauticissimorum nauticiorum,4
navo,nauticus,nav ,navari navaturi navatorum navabimur navantum navo navabere navavissetis navanda navabatis navaverant navaris navavisset navandas navabam navaretis navare navatu navavimus navatas navator navaveras navabor navaturus navarer navares navaveris navatote navemus navaturorum navabas navabimus navabo navata navaveratis navandarum navas navandi navamus navaturae navati navemur navant navaturo navabantur navavi navaverat navantur navarentur nava navature navabamur navavistis navaveram navaturos navandorum navabat navemini navent naver navor navavissem navaret navabunt navande navabare navaverit navandos navatura navandam navandae navate navandis navavissent navaveritis navaberis navareris navaverunt navatis navantis navanto navavere navarem navavero navaretur navabuntur navaturum navabamini navere naventur navaremini navat navabar navatam navavissemus navavisses navaturas navabit navasse navabatur navabitur navandus navato navaveramus navaturam navantium naveris navetur naues navante navaverint navantibus navantia navatum navantem navamur navarent navanti navavisti navaremur navabaris navans navantor navaverimus navarere navabis navatos navatae navavit navetis navaremus navatus navamini navando navatarum navaverim navaturarum navandum navaturis navem navantes navabamus navet navabimini naves navabitis navatur navabant,25
navus,nauticus,nav ,navius navissimam naviori navissimus navissima naviora naviorem nave navae navissimo navissimi navissimarum navioribus naviorum navior navissimum naviore navissime navum navioris navus navas navi navissimos navos navis navissimis navo naviores navam navorum navissimorum navarum navissimae nava navissimas,5
nebulo,nebulo,nebul ,nebulones nebulo nebulonibus nebuloni nebulonem nebulonum nebulonis nebulone,9
neptunus,neptunus,neptun ,Neptunus Neptuno Neptunum Neptunis Neptuni,6
nervus,nervus,nerv ,nervos neruos nervi nervus nervo nervorum nervis nerve nervum,5
neuter,neuter,neute ,neutri neutrae neutra neutrius neutrarum neutram neutros neutro neutrum neuter neutris neutrorum neutras,4
nidus,nidus,nid ,nidorum nide nidus nidum nido nidos nidi nidis,61
niger,nigredo,nige ,nigerrimae nigror nigerrimos nigrore nigroris nigerrima nigros nigerrimus nigerrimo nigerrimam nigrae nigerrimis nigrorem nigerrime nigri nigriore nigriora nigerrimi nigerrimum nigris nigrioribus nigroribus nigriorem nigerrimarum nigrus nigerrimorum nigrorum nigro nigram nigras nigrius niger nigriorum nigriori nigrioris nigrarum nigrum nigriores nigra nigrori nigrores nigrora nigerrimas nigrior,218
nigredo,nigredo,nigred ,nigredinum nigredines nigredinis nigredinibus nigredinem nigredo nigredine nigredini nigredi,23
nilus,nilus,nil ,Nilus Nilum Nili Nilo,20
nix,nix,nix ,nivibus nivis nix nivi nivium nives nive nivem,8
noceo,noxius,noce ,noceaturis nocebar noceavissent noceas nocebere noceris noceato nocebas nocent nocueratis noceavimus nocitu noceatorum nocendae noce nocituri nocuisti nocebimus noceavi noceaturam nocebantur nocebatur nocitam nocuisses noceaverunt noceata nocuerit nocearis noces nocuit noceant noceaturae noceaturo nocitis nocendus noceaveras noceaverant nocito nocemini nocerentur nocueris nocueramus noceavisset noceaveram nocendos nocentem noceo nocituras nocuerunt nocueram nocuero noceavissetis nocuerint noceavistis nocuerimus noceavissem noceavit noceatas nocerent nocemur noceavisses noceamur noceremur noceaverat noceam noceaveris nocento nocite nocentes nocear noceavisse nocueras nocebamus nocebunt nociturarum noceantur nociturorum nocentium noceatur nocuimus nocitos noceres nocerem nocebam noceamini noceatus nocitum noceatae nocebor nocebis nocuisset noceatos noceatum nocetis noceaveratis nocere noceretur nocuissemus noceaveramus noceate nocitas nocendam noceaturum noceberis noceavisti nocebare nociti noceaturus noceretis nocebitur nocituram nocereris nocebo nocemus nocitarum nociture nocebit nocituro noceavissemus nocerere nocendarum nocetor nocendas noceri nociturus nocentia nocente nocuissent nocita nocitura noceremus noceto noceor nocuisse noceavero nocebimini nocenti noceati noceaturos nocuerim nocitus nocentur nocentor noceaturas nocitae nocuere nocui nocendorum nocens nocebaris nocentum noceamus noceavere nocebat noceaturarum nocentis nocebatis nocetur nocetote noceatis noceatu noceare nocerer nocende nocebamur nocet nocendum nocuistis noceaveritis nociturum noceatam nocendo nocituris noceaverint nocendi noceret noceaturi noceremini nocendis noceaturorum noceature nocueritis nociturae nocebamini noceatura nocuerant nocebuntur nocenda nocuissetis noceat nocituros nocuerat noceaverit nocebant noceaverim noceaverimus nocebimur nocebitis nocitorum nocuissem nocentibus noceatarum nocete,3
noctua,noctua,noctu ,noctua noctuarum noctuam noctuae noctuis noctuas,49
nomen,nomen,nomen ,nomina nominibus nomini nomine nomen nominis nominum,761
nortonus,nortonus,norton ,Nortonus Nortoni Nortonum Nortono NORTONI,10
nox,nox,nox ,noctis noctibus noctium nox nocte noctes noctu noctem nocti,168
noxa,noxius,nox ,noxam noxae noxarum noxa noxas noxis,41
noxius,noxius,nox ,noxius noxiissime noxiissimi noxiae noxium noxiioribus noxiius noxiior noxie noxiiorum noxiissima noxiiorem noxiorum noxias noxiiora noxiissimos noxiam noxiissimo noxiiori noxios noxiissimarum noxiissimis noxiissimorum noxiiore noxiarum noxiissimus noxio noxiissimum noxiis noxiioris noxiissimas noxii noxiissimae noxiiores noxiissimam noxia,60
nubis,nubis,nub ,nubi nubibus nubium nubis nubem nube nubes,23
nucleus,nucleus,nucle ,nuculeum nucleorum nuculi nuculis nucleum nuculii nuculeis nuclii nuculeos nuclei nucleos nucleo nuculeus nuculeorum nucliis nuculiis nucli nucleus nuculeo nucleis nuculei nuclis,18
numen,numen,numen ,numen numinis numine Numen numinibus numina numini numinum,4
numerus,numerus,numer ,numero numeri numerum numeris numere numerus numeros numerorum,127
nutrimentum,nutrimentum,nutriment ,nutrimentum nutrimenti nutrimento nutrimenta nutrimentorum nutrimentis,39
nutrio,nutrimentum,nutri ,nutrire nutriturum nutriavero nutriimus nutrivisti nutriissetis nutritis nutritas nutriissemus nutriata nutritus nutries nutrientes nutritur nutriebam nutriissent nutriendus nutriaveras nutritae nutriebatis nutrita nutriissem nutritos nutriisti nutriato nutrietis nutriavisse nutriaturarum nutriero nutriebamini nutrieras nutriaverimus nutriendo nutriturorum nutriaris nutriris nutrivissemus nutrivissent nutrituris nutriaverint nutriveramus nutriuntor nutrientis nutriendas nutriavisset nutriere nutriverim nutrientibus nutrituri nutriaturos nutri nutriendam nutriebar nutriunt nutriaveris nutriaverit nutriare nutrireris nutriant nutriendos nutriverit nutriverint nutrivimus nutriatis nutrientur nutrior nutriar nutriaveramus nutriveritis nutriemini nutriate nutriendarum nutriantur nutrivissetis nutriaveratis nutriatu nutritor nutrierimus nutritum nutriverunt nutriaverat nutrirer nutrierim nutriit nutriavisses nutriatum nutriati nutriatos nutrirentur nutritorum nutriveram nutriret nutriavissetis nutriaturus nutriturae nutrit nutriebant nutriverimus nutrientum nutriavimus nutriamur nutriendum nutritarum nutriet nutrieram nutrimus nutrii nutriebat nutriavisti nutriture nutriebantur nutriturus nutriemur nutrierat nutriamus nutritote nutriveris nutrierant nutriisset nutriretur nutriavissemus nutriatus nutriremini nutrivi nutriveras nutriatae nutrivit nutriebare nutrierint nutrivissem nutriature nutriaturas nutrivisse nutriendi nutriisse nutriebatur nutriaturae nutriam nutrienti nutriatarum nutrires nutriendae nutrimur nutriaveram nutrituras nutrivisses nutrierit nutrirem nutriverat nutriremur nutrieratis nutrivistis nutrivisset nutriverant nutriavere nutriveratis nutrieritis nutrite nutrienda nutrirent nutrimini nutriistis nutriaturis nutriebamus nutriisses nutriebaris nutriatam nutrieramus nutriaverant nutriuntur nutriat nutrieris nutritam nutriatura nutriavistis nutrunto nutriavi nutriavit nutriremus nutriens nutriaturo nutriturarum nutriatur nutriaverim nutriaveritis nutriaverunt nutris nutriaturam nutriaturi nutrient nutriaturum nutriri nutriavissent nutriatas nutriamini nutriaturorum nutrias nutrituros nutrituro nutrituram nutriti nutriavissem nutrientium nutrivero nutrivere nutriebamur nutriebas nutriente nutriende nutriendorum nutrio nutrito nutriretis nutrientia nutrierunt nutritura nutrirere nutrietur nutriendis nutriemus nutriatorum nutrientem nutritu,37
nutrix,nutrix,nutrix ,nutricem nutrix nutrice nutricibus nutricis nutrici nutrices nutricum,51
nympha,nympha,nymph ,nymphis nympha Nymphae nympharum nympham nymphas nymphae,17
obscuritas,obscuritas,obscurit ,obscuritates obscuritate obscuritatibus obscuritati obscuritatis obscuritatum obscuritatem obscuritas,12
obscuro,obscuritas,obscur ,obscurandi obscuraverat obscurandos obscurantur obscuravissetis obscuraret obscuravisses obscureris obscurent obscurantum obscurans obscuravisti obscurantibus obscuravistis obscuraturum obscuraturam obscurante obscurantem obscurabatur obscurabant obscuret obscuraverunt obscurabar obscurabere obscuratura obscurare obscuror obscuranto obscurarere obscurandas obscurabunt obscurentur obscuratorum obscurandum obscuraturis obscuraveras obscurantium obscuremur obscuratos obscuraturas obscuraverit obscurator obscurabitis obscuraturi obscuraturos obscurabo obscures obscuraretis obscuro obscurares obscuraveramus obscurarent obscurere obscuraveram obscuraverimus obscuravissent obscuranti obscuravissem obscurasse obscuraturae obscurabat obscuraturarum obscuraverant obscuravisset obscuramur obscuras obscuraveritis obscurat obscuraturorum obscuravero obscurer obscurandus obscuretur obscurature obscurabit obscurari obscuravissemus obscurato obscuratum obscurandarum obscurabatis obscuremini obscuratur obscuratu obscurando obscurandis obscurarem obscurabare obscuraremus obscuraremini obscurandam obscuravit obscuraris obscuraberis obscurabimus obscuraturo obscuraverim obscurandorum obscuraveratis obscurabitur obscuraremur obscuraretur obscurarer obscurande obscurabimur obscurantia obscurandae obscuratam obscurareris obscuratote obscuraverint obscuretis obscuratae obscuravere obscurabamur obscurant obscurantes obscurantor obscurabuntur obscuravi obscurantis obscurate obscurabis obscuremus obscurarentur obscuranda obscurabamini obscuraveris obscuramini obscurabas obscuratarum obscurabor obscuravimus obscurabaris obscurati obscuraturus obscuratis obscurata obscurabam obscuramus obscurabantur obscura obscurem obscuratas obscurabimini obscuratus obscurabamus,5
obseruatio,obseruatio,obseruati ,obseruatio obseruationis obseruationi obseruationem obseruatione obseruationes obseruationium obseruationibus,6
occasio,occasio,occasi ,occasione occasionibus occasio occasionum occasionis occasionem occasioni occasiones,63
occulto,occulto,occult ,occultemus occulter occultavere occultavissent occultent occultandos occultant occultaturarum occultem occultantium occultamur occultatos occultaveratis occultabere occultatorum occultantur occultasse occultaveris occultaturae occultaverim occultaveritis occultaturus occultaturo occultatote occultande occultatura occultatu occultabimini occultatus occultatis occultatum occultabo occultabunt occultaverunt occultaturam occultarent occultantum occultemur occultaremur occultabaris occultante occultarer occultavisses occultandis occultabitis occultere occultabamini occultatur occulteris occultavit occultor occultantis occultantor occultabant occultandarum occultari occultabis occultaverant occultamini occultati occultabamur occultaverint occultabatur occultavimus occultare occultabatis occultabimur occultabas occultantibus occultaremini occultaris occultabar occultabare occultabitur occultavero occultat occultaretur occultaverat occultabor occultavi occultatam occultato occultaberis occultando occultetur occultans occultetis occultantia occultate occultabam occultavissetis occultaverimus occultaremus occultabimus occultatas occultas occultavisset occultature occultandus occultantem occultanti occultares occultandae occultarem occultemini occultarere occultaretis occultandas occultator occultavisti occultaturos occultarentur occultanda occulto occultavissemus occultabit occultaveram occultet occultaret occultabat occultaturas occultaveras occultandam occultandorum occultentur occultabamus occultaturum occultamus occultes occultantes occultanto occultareris occultaveramus occultavissem occultaturorum occultabuntur occultatae occultavistis occultandum occultata occultaturi occultatarum occultaverit occultabantur occulta occultaturis occultandi,138
Oceanus,Oceanus,ocean ,Oceanus Oceanum Oceano Oceani Oceanis Oceanorum,22
oculus,oculus,ocul ,ocule oculo oculis oculi oculus oculos oculum oculorum,396
odor,odor,odo ,odori odorem odores odos odoris odorum odoribus odore odor,89
Oedypus,Oedypus,oedyp ,Oedypus Oedypi Oedypo Oedypum Oedipus Oedipi Oedipum Oedipo Oedipodos Oedipodi Oedipodem Oedipode,13
oleo,oleo,ole ,oleatu olent oleaturae olendo oluerunt oleaveras olebam olentium oleaverint oleavistis olemini oleaverat oleaturam olenda oleri oleatas oluero oluisti olearis olebimur olendis olebere olueris olendus oleate olebis oleamini oluissem olentum olebitur oleaverit oluisses olear olebar olenti oletis oleat olendi oluissetis oleamur olerem oluistis oluerimus oleavisset oleo oleaturi oleavissemus oleavero oluerat oleaturorum olendas oleatorum olebaris oleature olebantur olebunt oleaturus olendorum oleas oleatarum oluissent oleatae oleres olens olueras olebimus oleaverunt oleaturum olerere oluimus oluisset olendae oleatum olet olete olentes oleatis oleamus olebare olueram olueratis oleaturis olebatur oleretis olentibus oleam oleavissent olento oleatura olemus olebat olueritis olebitis oleaveramus oluerint oleatus olentem oleris oleantur oleaveritis oleretur olebimini oleare oleatos oluerant oleavimus oluerit oleremur olere oleaturos oleato olebamus olentis oleaturas olentor oluit oleata oleaveratis oleavisse olemur oleaverimus olerentur oleor oleaverant olerer oleaturo olentur oleavisti oluerim oleaverim oleavit olendum oleavi oleaveram oleaturarum oletur oluere oluissemus olendam oleatam oleavere oleati oleatur oles oleavissem oleremini olebit olueramus oleret oleto oletote oleaveris olente oleberis oleant olebamur olende oluisse olebo oleavisses olendarum olui olebamini olebor olerent olentia oletor oleavissetis olereris ole olebuntur olebas oleremus olebatis olendos olebant,75
oleum,oleum,ole ,oleis olea olei oleo oleorum oleum,81
operatio,operatio,operati ,operationis operatione operationum operationibus operationi operationes operationem operatio,273
opero,opero,oper ,operante operatam operande operaretur opero operandis operate operanda operavisti operatura operature operantur operemini operavi operatae operatos operabitur operaturarum operaretis operarent operabat operando operarer operabitis operaremur operaris operabatur operaturam operabare operareris operavistis operavissem operatur operetur operaturum operaturos operandorum operabo operem operares operavisses operantibus operatu operabamini operasse operati operaveramus operentur operantes operaveratis operatus operabar operandarum operaverim operandae operantis operantium operas operavissent operaberis operaturi operor operans operamur operavisset operaverimus operabimus operarentur operanti operavere operamini operavimus operabere opera operaremini operemus operatas operandum operarere operabunt operabamus operet operaturorum operaverit operata operandas operabis operabatis operanto operator operavero operavissetis operaret operaturo operabimur operabor operabas operavissemus operaverant operantia operer operandam operant operare operabaris operaveritis operatis operent operatum operatote operere operemur operato operabantur operaveris operamus operabimini opereris operandi operaveras operaturis operabant operabam operavit operetis operandus operabuntur operantem operaturae operaverunt operaverint operarem operabit operaturas operari operaremus operabamur operat operatarum operaveram operes operaverat operantum operantor operandos operaturus operatorum,47
opium,opium,opi ,opio opii opia opium opiorum opiis,5
opus,opus,op ,opere opus operum operibus opera operis operi,411
opusculum,opusculum,opuscul ,opusculi opusculo opusculum opusculis opusculorum opuscula,4
orcades,orcades,orcad ,Orcades Orcadia Orcadiae Orcadibus,3
ordo,ordo,ord ,ordine ordinis ordinum ordinibus ordinem ordo ordines ordini,273
organum,organum,organ ,organo organi organis organum organorum organa,39
orpheus,orpheus,orphe ,Orpheus Orpheum Orpheo Orphei,47
os,os, ,ossi osse ossa os ossis ossum ossibus,7
Osiris,Osiris,osir ,Oſiris Oſiridis Oſiridi Oſiridem Oſiride Osiridis Osiridi Osiridem Osiride Osiris,11
ossum,ossum,oss ,ossi ossorum ossum ossa ossis osso,21
ostrea,ostrea,ostre ,ostrea ostrearum Ostrea ostream ostreas ostreis ostreae,5
Otho,Otho,oth ,Otho Othonis Othoni Othonem Othone Otto Ottonis Ottonis Ottonem Ottone,18
Ovid,Ovid,ovid ,Ovid Ovidius Ovidio Ovidii Ovidium,11
ovum,ovum,ov ,ovum ovis ouis ova ovo ovorum ovi,4
paeonia,paeonia,paeon ,paeoniae paeonia paeoniam paeoniarum paeoniis,6
pagina,pagina,pagin ,paginis paginas paginarum paginam pagina paginae,8
Pallas,Pallas,pall ,Pallas Palladis Palladi Palladem Pallade Palladium,20
papa,papa,pap ,papae paparum papis papas Papa papam papa papisticis papisticus papistici papistici papisticum papisticorum,70
papilio,papilio,papili ,papilionis papiliones papilio papilionibus papilioni papilione papilionem papilionum,42
Paracelsus,Paracelsus,paracels ,Paracelſus Paracelſi Paracelſum Paracelſo Paracelsum Paracelsus Paracelsi Paracelso,17
pario,pario,pari ,pepereris parturi peperero pariatura parit pariebar pari partis peperisti pariaveratis pariemini pariaturus pariantur parietur parture parere parturis peperissemus partas pariendorum pariuntur parereris pariebamur pariatum peperere pepereras pariaverat peperissetis pariaturo parturus pariatur pariente pepereratis pepererit pariunt pepereram pariaturarum parto pariaturorum peperit pariaturam pariare pariebamus paris partura pariuntor pariar peperisse pariendarum pareris pariavisset pariavimus parientum pepererunt parite parunto pariaverunt parientibus pariati parerere parturorum pario parturum parieris pariatae pariemus pariamur pariemur peperissem partum pariatam peperisses pariatas peperissent pepererant pepererint pariatos pariende pepererim pariendum peperistis parientur pariamini pariaveramus pariet pariatu pariaveram parior pariaverit pariaturae peperimus pepereritis pariavisses paritur pariaris pareremur partus pariaturas parientem parient parerent pariebas pariaverant parta pareretis pariebare pariato pareres pepererimus parturos pariat parimini pariavissemus parientia pariavistis pareret pariebam parturarum pariendis parito pariendus parientis parte peperi pariavit pariaveris pareremus pariaveritis pariatorum pariebamini pariamus pariaturis parias parimus paritor pariata pariaveras pariendos pariavissem pariebaris pariavisse pariaturos pariebat pariebatis parienda parimur pariaturi pariere partorum partos paritis pariens partarum pare pariatis parerentur pariaverimus pareretur partae pariebantur pariature pariavero pariavere parienti pariendam pepererat parturas peperisset pariate pepereramus pariavisti partam partu parti pariavi pariant paritote pariaverint paries parientium pariavissetis parturam parientes pariebatur pariebant pariendo pariendi parerer parturo parerem parietis pareremini pariaturum pariendas pariatus pariaverim parturae pariavissent pariam pariendae pariatarum,37
paroxysmus,paroxysmus,paroxysm ,paroxysmum paroxysmus paroxysmi paroxysmo paroxysmorum paroxysmis paroxysmos,6
pater,pater,pate ,pater patre patri patrum patres patrem patribus patris,489
patria,patria,patr ,patriarum patriis patrias patriae patria patriam,148
Paulus,Paulus,paul ,Paulo Pauli Paulum PaulusPaulo,5
Pausanias,Pausanias,pausani ,Pausanias Pausaniae Pausaniam Pausania,5
pectus,pectus,pect ,pectore pectori pectoribus pectus pectorum pectoris pectora,79
pecunia,pecunia,pecun ,pecuniae pecunias pecuniarum pecuniam pecunia pecuniis,80
pecus,pecus,pec ,pecoris pecorum pecoribus pecore pecudes pecus pecora pecori,3
pellis,pellis,pell ,pelles pellibus pellium pelle pellem pelli pellis,18
Pelops,Pelops,pelop ,Pelopis Pelops Pelopi Pelopem Pelope,20
penetro,penetro,penetr ,penetrantes penetrabitis penetremini penetrandos penetravissem penetrant penetramur penetratura penetrares penetraremur penetravisti penetravit penetrandorum penetravero penetrantor penetraverat penetratum penetrandi penetrabatur penetraveramus penetratos penetrantium penetraris penetrantum penetrata penetrabaris penetrarere penetremur penetrabo penetrarem penetrer penetravimus penetrandus penetrator penetrandis penetraverim penetraturos penetraveras penetrans penetro penetramini penetraremini penetraturam penetravistis penetravissemus penetranti penetrentur penetrabuntur penetraverant penetraturarum penetraret penetraturus penetror penetrabimur penetratas penetrande penetres penetraturum penetrabere penetraverunt penetrabimus penetraverit penetravi penetrantur penetrando penetrandas penetrabar penetrabant penetravisset penetranto penetratorum penetraturis penetraretur penetrem penetrati penetrarent penetrabatis penetrare penetreris penetrantia penetratus penetrabamur penetrato penetraturi penetra penetrabitur penetrabunt penetratis penetrabis penetratote penetrate penetrari penetratur penetraturo penetrarer penetrantibus penetraturorum penetrature penetrabimini penetraretis penetret penetravere penetrandum penetrandarum penetrandae penetrante penetrent penetratu penetrat penetrabare penetrabit penetrantem penetraverint penetravissent penetrabantur penetraveritis penetraremus penetrantis penetraturae penetratae penetraveris penetrabor penetretur penetraverimus penetramus penetraveratis penetratam penetrasse penetrandam penetravissetis penetremus penetrareris penetretis penetrabamus penetrabas penetravisses penetrabat penetraberis penetratarum penetraveram penetrabam penetraturas penetrarentur penetranda penetras penetrabamini penetrere,28
peregrinatio,peregrinatio,peregrinati ,peregrinationes peregrinatione peregrinationi peregrinatio peregrinationibus peregrinationem peregrinationis peregrinationum,63
perfectio,perfectio,perfecti ,perfectionibus perfectionem perfectiones perfectio perfectionis perfectione perfectionum perfectioni,77
